ID,EOZ
1040305600,5.634705055936457
1096219900,5.263423933729496
1103164700,5.133697725126184
1000307400,5.3443751807647315
1008077600,5.367421284520507
1008231400,5.771984079995204
1009960200,5.303664529439745
1009982100,5.561090086742995
1010573400,5.197321717029322
1011750000,5.7182646058488595
1013319600,5.388131286204169
1016399600,5.0263781901921725
1016432800,5.22696572991043
1016466100,5.227228645360973
1017864800,5.45497898502625
1019112600,5.322731090139552
1023265000,5.653592796500944
1025224600,5.120512692154244
1036260300,5.409622586691888
1037262700,5.561725514829455
1040653100,5.6250454448533445
1045891400,5.437549302138259
1047567300,5.549569186664047
1048415700,5.38936999571815
1057145800,5.301517101882326
1072840200,5.304182743767958
1093257000,5.384717782710506
1094163200,5.741632109034304
1094246800,5.426399796549547
1094258600,5.418289447493312
1094306400,5.615648908888929
1094363100,5.479612715425534
1094560100,5.451702883243266
1094882400,5.129144826981758
1095121900,5.58957771433976
1095412200,5.824095878014357
1095944600,5.655467686845061
1096411000,5.558830198621537
1096415100,5.5294000896836115
1097552300,5.23192133963922
1097852300,5.063229977711958
1097854200,5.6730059974044
1098754100,5.690179738945607
1098851100,5.248331430755893
1099036600,5.238484491771585
1099062200,5.356740617976918
1100109000,5.761699883010347
1100488000,5.2859524543463055
1100851400,5.045790000000355
1101088900,5.563172607865413
1101180700,5.157883017034269
1101555400,5.289443301382726
1102740300,5.49903318341549
1103005700,5.166139740665525
1103726100,5.338549236344691
1104950000,5.178551657377779
1105530200,5.836045214545115
1105604600,6.108919296278641
1105664300,5.254238687480531
1105783300,5.277688937254037
1105925300,5.1928624097157545
1108250000,5.51297498417285
1108827600,5.523932496146386
1109747200,5.220952624018624
1110254100,5.540186384932945
1113019700,5.363443436903218
1114347100,5.745938872066947
1116108300,5.327634472558969
1116572800,5.531497560059852
1116701100,5.867787830116688
1117584800,5.856669130784787
1117800700,5.335257087684417
1119174100,5.353294377309144
1120271600,5.650119134497556
641396800,5.570261454089411
678237800,5.240844613017666
860310300,5.100472042336185
900789400,5.497604918730694
911872100,5.444712085535557
912771500,5.338825292897288
914115800,5.483445026159138
925168800,5.411291764151858
976211200,5.42075280044821
981689100,5.562784400342561
992324700,5.288280112769624
992415000,5.25091190618889
996561100,5.259541674989946
